TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Miami Dolphins,290.0,266.0,486.0,1824.0,450.0,257.0,2992.0,19.0,15.0,216.0,913.0,585.1999999999999,261.0,283.0,440.0,1371.0,529.0,319.0,3544.0,22.0,14.0,260.0,21.0,9
Minnesota Vikings,392.0,336.0,492.0,2343.0,520.0,333.0,4169.0,13.0,12.0,218.0,1029.0,600.8,353.0,316.0,387.0,1879.0,531.0,311.0,3722.0,28.0,7.0,245.0,24.0,7
New England Patriots,317.0,294.0,473.0,1607.0,537.0,320.0,3651.0,13.0,11.0,219.0,998.0,595.4,238.0,293.0,402.0,1426.0,618.0,328.0,3516.0,29.0,12.0,252.0,31.0,13
New Orleans Saints,309.0,302.0,447.0,2008.0,535.0,314.0,3641.0,8.0,20.0,210.0,878.0,701.0,326.0,298.0,480.0,2241.0,485.0,264.0,3174.0,14.0,13.0,171.0,31.0,7
New York Jets,273.0,274.0,409.0,1546.0,496.0,312.0,3524.0,14.0,6.0,208.0,550.0,583.2,299.0,316.0,541.0,2119.0,455.0,281.0,3243.0,11.0,9.0,222.0,10.0,8
Oakland Raiders,240.0,239.0,408.0,1722.0,479.0,255.0,2736.0,12.0,11.0,208.0,1095.0,699.9,338.0,294.0,507.0,2354.0,437.0,264.0,3145.0,14.0,11.0,155.0,23.0,7
Philadelphia Eagles,364.0,302.0,416.0,1831.0,485.0,280.0,3256.0,11.0,11.0,257.0,817.0,641.6999999999999,287.0,306.0,459.0,2077.0,560.0,338.0,3484.0,13.0,13.0,253.0,10.0,11
Pittsburgh Steelers,280.0,275.0,445.0,1498.0,532.0,306.0,3548.0,17.0,11.0,254.0,1005.0,662.9,327.0,270.0,450.0,1735.0,484.0,294.0,3103.0,14.0,11.0,198.0,20.0,4
San Diego Chargers,300.0,290.0,417.0,2146.0,525.0,297.0,3182.0,19.0,12.0,205.0,1006.0,660.7,441.0,325.0,516.0,2233.0,524.0,322.0,3566.0,13.0,7.0,205.0,13.0,5
Seattle Seahawks,366.0,338.0,453.0,2009.0,521.0,317.0,3875.0,16.0,13.0,254.0,777.0,630.0999999999999,327.0,304.0,453.0,1752.0,574.0,344.0,3742.0,16.0,12.0,255.0,38.0,10
San Francisco 49ers,360.0,313.0,497.0,2285.0,511.0,299.0,3566.0,15.0,9.0,161.0,807.0,614.4999999999999,337.0,292.0,420.0,1697.0,514.0,310.0,3544.0,23.0,14.0,306.0,24.0,7
St Louis Rams,420.0,335.0,412.0,1489.0,600.0,377.0,4287.0,23.0,16.0,326.0,667.0,688.8,328.0,272.0,412.0,1980.0,510.0,296.0,3344.0,24.0,22.0,291.0,27.0,12
Tampa Bay Buccaneers,292.0,307.0,421.0,1648.0,592.0,369.0,3951.0,22.0,9.0,136.0,1104.0,690.0000000000001,264.0,249.0,451.0,1756.0,475.0,274.0,2920.0,20.0,13.0,234.0,9.0,7
Tennessee Titans,428.0,310.0,485.0,1623.0,502.0,315.0,3919.0,9.0,12.0,157.0,887.0,708.2,324.0,275.0,340.0,1296.0,547.0,332.0,3829.0,22.0,12.0,222.0,7.0,11
Washington Redskins,254.0,272.0,420.0,1647.0,528.0,284.0,3276.0,16.0,12.0,267.0,1038.0,648.6999999999999,372.0,325.0,504.0,2211.0,483.0,285.0,3354.0,17.0,13.0,159.0,33.0,6
Cincinnati Bengals,326.0,313.0,479.0,1987.0,521.0,325.0,3605.0,15.0,7.0,253.0,846.0,638.1,384.0,320.0,461.0,2208.0,508.0,297.0,3601.0,14.0,10.0,196.0,20.0,8
Houston Texans,245.0,237.0,421.0,1651.0,439.0,248.0,2841.0,18.0,9.0,186.0,961.0,663.9999999999999,380.0,336.0,533.0,2366.0,502.0,297.0,3835.0,14.0,8.0,123.0,10.0,6
