TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Kansas City Chiefs,283.0,273.0,379.0,1810.0,541.0,310.0,3358.0,16.0,8.0,229.0,645.0,686.2128571500001,440.0,344.0,509.0,2543.0,522.0,348.0,3810.0,13.0,16.0,62.0,8.0,4
Miami Dolphins,335.0,308.0,448.0,1897.0,491.0,330.0,3761.0,7.0,6.0,129.0,669.0,703.23928571,317.0,296.0,388.0,1620.0,551.0,320.0,3862.0,18.0,11.0,218.0,10.0,9
Minnesota Vikings,364.0,292.0,519.0,2332.0,452.0,267.0,3217.0,17.0,14.0,261.0,692.0,717.23595238,333.0,255.0,371.0,1230.0,530.0,324.0,3753.0,12.0,13.0,304.0,15.0,10
New England Patriots,391.0,356.0,514.0,2278.0,534.0,339.0,3790.0,11.0,10.0,221.0,501.0,720.005,309.0,268.0,415.0,1722.0,474.0,288.0,3461.0,14.0,8.0,239.0,19.0,9
New Orleans Saints,397.0,322.0,368.0,1413.0,596.0,383.0,4718.0,18.0,7.0,92.0,785.0,680.03333333,386.0,284.0,418.0,1756.0,500.0,288.0,3571.0,13.0,7.0,150.0,24.0,8
New York Jets,395.0,308.0,422.0,2004.0,529.0,347.0,3516.0,23.0,8.0,213.0,569.0,682.4847619000001,356.0,315.0,407.0,1518.0,572.0,368.0,4005.0,14.0,16.0,253.0,10.0,10
Oakland Raiders,240.0,225.0,459.0,1987.0,421.0,222.0,2639.0,11.0,12.0,270.0,823.0,783.68887446,388.0,325.0,542.0,2555.0,471.0,266.0,3408.0,16.0,8.0,188.0,23.0,6
Philadelphia Eagles,379.0,318.0,427.0,1697.0,606.0,362.0,4060.0,16.0,10.0,149.0,628.0,693.0252380900001,289.0,248.0,421.0,1476.0,525.0,284.0,3225.0,15.0,14.0,312.0,37.0,8
Pittsburgh Steelers,337.0,290.0,459.0,1688.0,507.0,304.0,3609.0,15.0,10.0,306.0,812.0,640.0699999999999,223.0,240.0,390.0,1284.0,533.0,301.0,2862.0,20.0,9.0,350.0,10.0,10
San Diego Chargers,401.0,301.0,421.0,1726.0,478.0,312.0,4009.0,11.0,9.0,151.0,748.0,723.31833333,347.0,339.0,408.0,1641.0,605.0,411.0,4090.0,15.0,10.0,132.0,38.0,7
Seattle Seahawks,264.0,265.0,417.0,1768.0,474.0,262.0,2831.0,15.0,12.0,214.0,601.0,709.4714935,392.0,324.0,457.0,1899.0,566.0,366.0,4342.0,9.0,11.0,193.0,30.0,6
San Francisco 49ers,306.0,287.0,397.0,1599.0,509.0,309.0,3724.0,19.0,16.0,345.0,732.0,743.9699999900001,381.0,293.0,452.0,1709.0,545.0,331.0,3668.0,12.0,6.0,161.0,33.0,7
St Louis Rams,219.0,249.0,417.0,1649.0,520.0,292.0,3268.0,19.0,12.0,321.0,718.0,798.82214286,465.0,320.0,501.0,2475.0,444.0,278.0,3676.0,12.0,14.0,201.0,13.0,3
Tampa Bay Buccaneers,337.0,298.0,451.0,1837.0,562.0,355.0,3788.0,13.0,13.0,169.0,834.0,703.2540476199999,323.0,259.0,441.0,1901.0,475.0,276.0,3187.0,22.0,8.0,190.0,24.0,8
Tennessee Titans,351.0,268.0,508.0,2199.0,453.0,265.0,2903.0,9.0,8.0,83.0,855.0,693.56154761,234.0,276.0,402.0,1500.0,576.0,343.0,3460.0,20.0,11.0,262.0,24.0,11
Washington Redskins,236.0,295.0,478.0,2095.0,510.0,318.0,3291.0,6.0,12.0,266.0,644.0,643.8264285700001,296.0,259.0,398.0,1526.0,511.0,290.0,3236.0,13.0,5.0,141.0,29.0,10
Cincinnati Bengals,197.0,245.0,420.0,1520.0,513.0,303.0,2677.0,15.0,11.0,271.0,591.0,633.5350757599999,364.0,296.0,490.0,1917.0,506.0,315.0,3413.0,12.0,12.0,122.0,7.0,5
Houston Texans,354.0,340.0,432.0,1846.0,555.0,367.0,4474.0,20.0,12.0,207.0,664.0,674.4333333299999,394.0,300.0,439.0,1962.0,471.0,294.0,3598.0,12.0,9.0,175.0,12.0,6
