TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
New England Patriots,337.0,303.0,394.0,1463.0,606.0,375.0,3798.0,14.0,10.0,190.0,895.0,610.0,346.0,315.0,467.0,2198.0,531.0,314.0,3340.0,18.0,11.0,199.0,44.0,8
New Orleans Saints,397.0,291.0,423.0,1771.0,539.0,292.0,3687.0,15.0,15.0,254.0,911.0,630.0,388.0,327.0,440.0,1991.0,593.0,343.0,4058.0,20.0,18.0,253.0,35.0,10
New York Jets,352.0,300.0,400.0,1610.0,486.0,330.0,3627.0,10.0,9.0,201.0,685.0,651.0,336.0,313.0,427.0,1960.0,553.0,361.0,3698.0,15.0,8.0,195.0,7.0,10
Oakland Raiders,420.0,366.0,414.0,1762.0,619.0,418.0,4655.0,10.0,9.0,214.0,1094.0,682.0,304.0,318.0,384.0,1453.0,570.0,346.0,3787.0,21.0,10.0,261.0,30.0,10
Philadelphia Eagles,378.0,311.0,488.0,2222.0,548.0,318.0,3606.0,11.0,13.0,226.0,897.0,659.0,241.0,272.0,387.0,1655.0,564.0,334.0,3449.0,15.0,23.0,356.0,37.0,9
Pittsburgh Steelers,373.0,343.0,511.0,2126.0,551.0,350.0,3998.0,22.0,14.0,210.0,712.0,667.0,345.0,279.0,358.0,1387.0,574.0,337.0,3726.0,19.0,17.0,327.0,17.0,9
San Diego Chargers,309.0,313.0,466.0,2121.0,538.0,324.0,3368.0,16.0,8.0,180.0,805.0,630.0,367.0,326.0,409.0,1744.0,606.0,376.0,4526.0,17.0,10.0,236.0,24.0,8
Seattle Seahawks,342.0,347.0,430.0,1740.0,587.0,361.0,4257.0,16.0,12.0,179.0,792.0,662.0,369.0,356.0,501.0,2439.0,555.0,321.0,3596.0,19.0,11.0,183.0,13.0,8
San Francisco 49ers,353.0,343.0,489.0,2249.0,571.0,354.0,3576.0,10.0,7.0,124.0,725.0,626.0,351.0,307.0,395.0,1652.0,553.0,340.0,3698.0,19.0,8.0,195.0,14.0,10
St Louis Rams,295.0,315.0,344.0,1404.0,635.0,408.0,4480.0,27.0,18.0,325.0,919.0,661.0,369.0,282.0,445.0,1816.0,461.0,292.0,3449.0,12.0,14.0,240.0,21.0,8
Tampa Bay Buccaneers,321.0,287.0,414.0,1557.0,567.0,348.0,3665.0,10.0,11.0,220.0,789.0,673.0,196.0,236.0,409.0,1560.0,512.0,260.0,2787.0,31.0,7.0,301.0,25.0,8
Tennessee Titans,354.0,312.0,511.0,1952.0,500.0,306.0,3441.0,15.0,10.0,121.0,876.0,650.0,324.0,297.0,372.0,1424.0,562.0,339.0,3753.0,18.0,11.0,213.0,13.0,9
Washington Redskins,300.0,303.0,442.0,1889.0,560.0,300.0,3512.0,20.0,20.0,269.0,972.0,623.0,365.0,281.0,436.0,1754.0,531.0,304.0,3255.0,14.0,12.0,250.0,7.0,9
Cincinnati Bengals,272.0,315.0,427.0,1725.0,591.0,350.0,3732.0,22.0,13.0,251.0,884.0,609.0,456.0,315.0,497.0,2006.0,454.0,287.0,3415.0,9.0,11.0,156.0,7.0,7
Houston Texans,210.0,208.0,423.0,1344.0,447.0,235.0,2636.0,15.0,14.0,417.0,1011.0,657.0,356.0,291.0,508.0,2088.0,513.0,281.0,3378.0,10.0,11.0,237.0,3.0,7
