TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Green Bay Packers,354.0,312.0,421.0,1606.0,541.0,352.0,4124.0,13.0,9.0,231.0,617.0,700.1,240.0,270.0,395.0,1838.0,527.0,296.0,3107.0,24.0,8.0,333.0,34.0,7
New York Giants,370.0,305.0,460.0,2093.0,491.0,305.0,3521.0,23.0,16.0,95.0,691.0,686.6,318.0,245.0,348.0,1459.0,523.0,298.0,3242.0,16.0,23.0,308.0,14.0,6
Indianapolis Colts,397.0,366.0,393.0,1483.0,679.0,450.0,4609.0,17.0,8.0,91.0,709.0,689.4999999999999,388.0,314.0,445.0,2032.0,535.0,356.0,3433.0,10.0,11.0,194.0,38.0,9
Jacksonville Jaguars,301.0,289.0,448.0,2108.0,407.0,249.0,2621.0,16.0,8.0,264.0,604.0,598.2,355.0,275.0,365.0,1684.0,447.0,287.0,3482.0,11.0,4.0,157.0,3.0,7
Kansas City Chiefs,350.0,318.0,556.0,2627.0,475.0,274.0,2968.0,8.0,6.0,221.0,771.0,720.4,326.0,293.0,408.0,1764.0,581.0,319.0,3519.0,14.0,9.0,258.0,16.0,10
Miami Dolphins,259.0,301.0,444.0,1646.0,558.0,336.0,3524.0,21.0,10.0,228.0,595.0,718.9999999999999,333.0,264.0,447.0,1601.0,502.0,288.0,3348.0,11.0,8.0,225.0,14.0,7
Minnesota Vikings,271.0,290.0,441.0,1942.0,505.0,305.0,3097.0,26.0,11.0,230.0,769.0,695.5,348.0,275.0,417.0,1635.0,529.0,333.0,3367.0,15.0,11.0,177.0,10.0,8
New England Patriots,504.0,334.0,454.0,1973.0,507.0,331.0,3847.0,5.0,5.0,175.0,766.0,691.9,313.0,349.0,408.0,1731.0,612.0,389.0,4133.0,25.0,13.0,212.0,14.0,12
New Orleans Saints,359.0,350.0,380.0,1519.0,661.0,450.0,4441.0,22.0,9.0,195.0,884.0,741.1,307.0,274.0,421.0,1797.0,494.0,306.0,3103.0,9.0,16.0,250.0,25.0,9
New York Jets,339.0,307.0,534.0,2374.0,525.0,288.0,3242.0,14.0,7.0,178.0,934.0,675.9000000000001,304.0,272.0,408.0,1454.0,531.0,269.0,3210.0,12.0,18.0,244.0,28.0,12
Oakland Raiders,394.0,306.0,504.0,2494.0,491.0,279.0,3180.0,16.0,10.0,291.0,1276.0,742.9,371.0,291.0,474.0,2138.0,470.0,249.0,3027.0,12.0,12.0,292.0,16.0,9
Philadelphia Eagles,404.0,322.0,427.0,2327.0,561.0,348.0,3903.0,13.0,12.0,312.0,1101.0,696.0999999999999,377.0,309.0,423.0,1766.0,536.0,309.0,3469.0,23.0,11.0,292.0,35.0,9
Pittsburgh Steelers,356.0,294.0,471.0,1924.0,479.0,298.0,3601.0,9.0,9.0,289.0,903.0,733.4,232.0,272.0,333.0,1004.0,593.0,363.0,3425.0,21.0,14.0,319.0,19.0,8
San Diego Chargers,403.0,357.0,457.0,1810.0,544.0,359.0,4519.0,13.0,16.0,227.0,677.0,750.7,322.0,246.0,404.0,1500.0,488.0,285.0,2845.0,16.0,7.0,290.0,38.0,8
Seattle Seahawks,296.0,259.0,385.0,1424.0,544.0,324.0,3341.0,20.0,11.0,195.0,890.0,679.3,407.0,314.0,452.0,1903.0,585.0,339.0,3994.0,12.0,10.0,246.0,14.0,7
San Francisco 49ers,283.0,251.0,401.0,1657.0,500.0,282.0,3356.0,15.0,8.0,257.0,934.0,750.6,346.0,299.0,447.0,1547.0,550.0,358.0,3696.0,15.0,7.0,245.0,22.0,5
St Louis Rams,275.0,291.0,429.0,1578.0,590.0,354.0,3268.0,15.0,6.0,244.0,877.0,731.8,328.0,304.0,404.0,1810.0,571.0,328.0,3578.0,14.0,12.0,290.0,14.0,7
Tampa Bay Buccaneers,321.0,288.0,431.0,2001.0,494.0,306.0,3361.0,6.0,13.0,203.0,837.0,653.9000000000001,318.0,307.0,444.0,2107.0,521.0,307.0,3216.0,19.0,9.0,143.0,20.0,10
Tennessee Titans,345.0,253.0,406.0,1727.0,474.0,273.0,3107.0,15.0,14.0,171.0,1040.0,683.9999999999998,339.0,355.0,474.0,1851.0,625.0,410.0,4032.0,17.0,8.0,272.0,11.0,7
Washington Redskins,275.0,294.0,351.0,1461.0,605.0,349.0,3913.0,19.0,12.0,348.0,647.0,646.0999999999999,377.0,326.0,444.0,2041.0,578.0,367.0,4187.0,14.0,13.0,176.0,27.0,6
Cincinnati Bengals,307.0,317.0,428.0,1522.0,590.0,365.0,3767.0,20.0,14.0,221.0,725.0,669.6,395.0,290.0,416.0,1843.0,514.0,326.0,3469.0,16.0,10.0,179.0,15.0,5
Houston Texans,360.0,360.0,423.0,2042.0,574.0,365.0,4144.0,12.0,6.0,226.0,690.0,664.8,427.0,352.0,433.0,1751.0,547.0,354.0,4280.0,13.0,5.0,219.0,30.0,6
