TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Indianapolis Colts,415.0,371.0,458.0,1958.0,603.0,374.0,4607.0,15.0,15.0,131.0,876.0,760.0,349.0,336.0,493.0,2199.0,564.0,336.0,3859.0,17.0,8.0,267.0,31.0,10
Jacksonville Jaguars,331.0,318.0,481.0,2032.0,545.0,333.0,3947.0,15.0,14.0,289.0,703.0,692.0,327.0,252.0,436.0,1683.0,458.0,258.0,3416.0,12.0,18.0,246.0,36.0,6
Kansas City Chiefs,341.0,321.0,383.0,1466.0,582.0,342.0,4403.0,15.0,11.0,259.0,848.0,678.0,354.0,330.0,441.0,1824.0,549.0,358.0,3737.0,15.0,14.0,268.0,14.0,7
Miami Dolphins,339.0,287.0,561.0,2192.0,492.0,280.0,3081.0,23.0,10.0,174.0,1041.0,763.0,270.0,323.0,485.0,1975.0,579.0,310.0,3496.0,28.0,14.0,286.0,7.0,9
Minnesota Vikings,418.0,346.0,470.0,2310.0,554.0,337.0,4399.0,21.0,13.0,205.0,1029.0,797.0,428.0,394.0,452.0,2011.0,672.0,428.0,4807.0,12.0,10.0,244.0,13.0,11
New England Patriots,257.0,283.0,424.0,1396.0,565.0,328.0,3461.0,15.0,10.0,286.0,815.0,679.0,338.0,326.0,495.0,1831.0,544.0,321.0,3694.0,10.0,13.0,172.0,19.0,7
New Orleans Saints,373.0,348.0,553.0,2199.0,574.0,344.0,4114.0,18.0,12.0,272.0,1104.0,737.0,367.0,314.0,443.0,1833.0,559.0,326.0,4092.0,23.0,17.0,393.0,28.0,10
New York Jets,301.0,299.0,418.0,1471.0,636.0,351.0,4012.0,29.0,11.0,99.0,626.0,730.0,321.0,267.0,476.0,1888.0,517.0,265.0,3166.0,21.0,14.0,234.0,20.0,11
Oakland Raiders,471.0,369.0,582.0,2634.0,530.0,315.0,3760.0,15.0,11.0,160.0,1016.0,818.0,315.0,342.0,445.0,1703.0,643.0,386.0,4342.0,25.0,18.0,310.0,38.0,12
Philadelphia Eagles,364.0,326.0,445.0,2054.0,649.0,375.0,3728.0,18.0,16.0,312.0,1050.0,758.0,268.0,321.0,514.0,1982.0,603.0,344.0,3582.0,19.0,16.0,313.0,18.0,8
Pittsburgh Steelers,301.0,283.0,526.0,2227.0,440.0,219.0,2744.0,10.0,11.0,216.0,677.0,686.0,255.0,252.0,426.0,1693.0,520.0,279.0,3241.0,17.0,18.0,229.0,20.0,7
San Diego Chargers,242.0,251.0,351.0,1062.0,578.0,311.0,3540.0,30.0,20.0,302.0,1036.0,731.0,440.0,312.0,470.0,1422.0,552.0,326.0,3786.0,16.0,6.0,249.0,27.0,4
Seattle Seahawks,286.0,281.0,402.0,1723.0,507.0,308.0,3174.0,21.0,17.0,239.0,728.0,630.0,405.0,331.0,503.0,2454.0,489.0,309.0,4077.0,17.0,12.0,152.0,34.0,7
San Francisco 49ers,366.0,334.0,414.0,1807.0,583.0,366.0,4400.0,10.0,9.0,167.0,1135.0,634.0,422.0,347.0,436.0,1808.0,558.0,320.0,4167.0,13.0,8.0,270.0,22.0,5
St Louis Rams,531.0,397.0,399.0,1877.0,627.0,404.0,5849.0,26.0,14.0,275.0,1002.0,627.0,502.0,338.0,415.0,1747.0,563.0,339.0,4318.0,20.0,7.0,301.0,37.0,11
Tampa Bay Buccaneers,350.0,286.0,509.0,2116.0,464.0,254.0,2995.0,13.0,12.0,263.0,764.0,675.0,290.0,303.0,431.0,1774.0,627.0,363.0,3645.0,26.0,17.0,342.0,41.0,10
Tennessee Titans,308.0,322.0,579.0,2209.0,509.0,312.0,3643.0,16.0,15.0,169.0,925.0,701.0,215.0,220.0,410.0,1439.0,483.0,247.0,2878.0,17.0,13.0,370.0,17.0,11
Washington Redskins,271.0,307.0,446.0,1748.0,560.0,342.0,3878.0,21.0,12.0,232.0,1009.0,595.0,269.0,254.0,430.0,1847.0,462.0,254.0,2898.0,17.0,16.0,286.0,10.0,6
Cincinnati Bengals,185.0,254.0,496.0,2301.0,454.0,207.0,2219.0,14.0,21.0,276.0,878.0,629.0,359.0,307.0,504.0,1925.0,538.0,318.0,3730.0,9.0,12.0,168.0,0.0,7
Houston Texans,0
