TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Kansas City Chiefs,380.0,347.0,520.0,2382.0,507.0,317.0,4014.0,10.0,13.0,204.0,889.0,641.0,325.0,292.0,384.0,1569.0,559.0,325.0,3862.0,16.0,15.0,182.0,23.0,9
Miami Dolphins,311.0,274.0,444.0,1898.0,556.0,291.0,3458.0,16.0,14.0,158.0,1055.0,691.5,317.0,319.0,480.0,1762.0,549.0,323.0,3682.0,14.0,17.0,375.0,7.0,9
Minnesota Vikings,298.0,284.0,381.0,1461.0,509.0,322.0,3449.0,16.0,14.0,297.0,1011.0,691.9000000000001,344.0,304.0,462.0,1841.0,533.0,319.0,3539.0,24.0,11.0,204.0,8.0,12
New England Patriots,362.0,334.0,439.0,1512.0,564.0,352.0,4322.0,15.0,9.0,202.0,921.0,712.0,338.0,306.0,437.0,1580.0,528.0,296.0,3926.0,11.0,7.0,210.0,17.0,8
New Orleans Saints,225.0,312.0,423.0,1688.0,553.0,308.0,3604.0,24.0,19.0,261.0,1130.0,680.7,398.0,281.0,502.0,2146.0,418.0,241.0,3014.0,10.0,9.0,166.0,10.0,4
New York Jets,223.0,251.0,383.0,1322.0,470.0,268.0,2989.0,15.0,19.0,350.0,801.0,695.6999999999999,355.0,321.0,553.0,2190.0,463.0,284.0,2948.0,21.0,7.0,198.0,17.0,6
Oakland Raiders,273.0,294.0,362.0,1368.0,592.0,316.0,3883.0,15.0,8.0,287.0,1132.0,727.7,383.0,299.0,507.0,2046.0,486.0,296.0,3481.0,5.0,14.0,235.0,17.0,5
Philadelphia Eagles,268.0,282.0,364.0,1436.0,620.0,337.0,3903.0,20.0,14.0,230.0,1141.0,638.0000000000001,388.0,290.0,506.0,1883.0,503.0,297.0,3507.0,17.0,10.0,184.0,42.0,6
Pittsburgh Steelers,362.0,297.0,549.0,2223.0,379.0,228.0,3104.0,14.0,9.0,178.0,876.0,661.7,258.0,275.0,402.0,1367.0,549.0,315.0,3480.0,15.0,15.0,312.0,27.0,8
San Diego Chargers,401.0,337.0,466.0,2068.0,526.0,338.0,3738.0,16.0,12.0,239.0,890.0,708.3999999999999,312.0,306.0,386.0,1350.0,567.0,338.0,3888.0,10.0,10.0,289.0,17.0,11
Seattle Seahawks,431.0,361.0,519.0,2457.0,475.0,307.0,3628.0,11.0,6.0,171.0,846.0,652.5,271.0,295.0,421.0,1510.0,571.0,331.0,3861.0,16.0,11.0,302.0,21.0,13
San Francisco 49ers,236.0,191.0,428.0,1689.0,389.0,204.0,2190.0,21.0,14.0,292.0,780.0,664.6,428.0,335.0,486.0,1832.0,576.0,374.0,4620.0,16.0,10.0,193.0,3.0,8
St Louis Rams,346.0,314.0,380.0,1535.0,599.0,392.0,4351.0,24.0,13.0,322.0,941.0,655.6,429.0,321.0,459.0,2178.0,507.0,314.0,3619.0,13.0,14.0,195.0,17.0,7
Tampa Bay Buccaneers,281.0,268.0,458.0,1826.0,487.0,303.0,3171.0,14.0,9.0,281.0,1085.0,732.6,274.0,254.0,439.0,1508.0,477.0,276.0,3158.0,17.0,13.0,222.0,19.0,9
Tennessee Titans,274.0,279.0,398.0,1512.0,594.0,358.0,3797.0,14.0,12.0,187.0,1002.0,692.6999999999999,421.0,294.0,449.0,1894.0,470.0,296.0,3462.0,9.0,11.0,246.0,25.0,5
Washington Redskins,345.0,301.0,525.0,2183.0,481.0,278.0,3346.0,11.0,16.0,240.0,925.0,647.7,293.0,258.0,411.0,1686.0,535.0,291.0,3318.0,16.0,12.0,237.0,14.0,8
Cincinnati Bengals,384.0,342.0,458.0,1913.0,538.0,362.0,3935.0,14.0,6.0,118.0,920.0,672.1999999999999,350.0,315.0,428.0,1856.0,519.0,324.0,3749.0,31.0,13.0,186.0,37.0,8
Houston Texans,253.0,243.0,437.0,1816.0,449.0,270.0,2661.0,13.0,11.0,424.0,854.0,620.5,431.0,348.0,506.0,2303.0,469.0,304.0,3727.0,7.0,9.0,206.0,7.0,4
