TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Indianapolis Colts,224.0,258.0,382.0,1594.0,534.0,302.0,2995.0,14.0,15.0,228.0,549.0,747.5,430.0,342.0,540.0,2303.0,493.0,351.0,3632.0,8.0,9.0,192.0,19.0,6
Jacksonville Jaguars,240.0,251.0,489.0,1970.0,469.0,240.0,2179.0,15.0,8.0,331.0,680.0,664.3,329.0,269.0,435.0,1667.0,513.0,326.0,3341.0,17.0,11.0,213.0,3.0,3
Kansas City Chiefs,209.0,277.0,487.0,1893.0,500.0,299.0,3080.0,18.0,10.0,208.0,916.0,737.4,338.0,291.0,508.0,2112.0,454.0,257.0,3221.0,20.0,7.0,186.0,3.0,8
Miami Dolphins,316.0,286.0,469.0,1987.0,469.0,280.0,3091.0,13.0,12.0,334.0,779.0,787.8999999999999,313.0,310.0,412.0,1530.0,590.0,350.0,3992.0,16.0,3.0,241.0,13.0,5
Minnesota Vikings,320.0,298.0,448.0,2318.0,510.0,286.0,2957.0,17.0,9.0,298.0,908.0,728.1999999999999,449.0,333.0,439.0,1712.0,538.0,367.0,4019.0,8.0,15.0,342.0,20.0,4
New England Patriots,478.0,398.0,438.0,1764.0,612.0,402.0,5084.0,12.0,5.0,173.0,815.0,742.2,342.0,370.0,405.0,1874.0,619.0,386.0,4703.0,23.0,11.0,274.0,35.0,13
New Orleans Saints,517.0,416.0,431.0,2127.0,662.0,472.0,5347.0,14.0,5.0,158.0,851.0,802.3,339.0,326.0,351.0,1738.0,626.0,362.0,4157.0,9.0,7.0,256.0,30.0,12
New York Jets,345.0,301.0,443.0,1692.0,547.0,310.0,3297.0,18.0,16.0,245.0,849.0,672.5,363.0,272.0,451.0,1777.0,507.0,275.0,3216.0,19.0,12.0,198.0,32.0,7
Oakland Raiders,324.0,328.0,466.0,2110.0,524.0,315.0,3962.0,23.0,7.0,157.0,1358.0,821.5999999999999,433.0,370.0,430.0,2178.0,601.0,324.0,4023.0,18.0,8.0,239.0,35.0,8
Philadelphia Eagles,365.0,355.0,450.0,2276.0,554.0,330.0,4110.0,25.0,13.0,166.0,853.0,677.3000000000001,328.0,290.0,414.0,1801.0,518.0,301.0,3397.0,15.0,9.0,316.0,31.0,6
Pittsburgh Steelers,301.0,341.0,434.0,1903.0,539.0,341.0,4054.0,15.0,13.0,279.0,854.0,713.5999999999999,227.0,264.0,399.0,1597.0,530.0,289.0,2751.0,11.0,4.0,230.0,24.0,10
San Diego Chargers,313.0,312.0,367.0,1568.0,533.0,330.0,3844.0,19.0,8.0,200.0,650.0,649.6999999999999,337.0,266.0,410.0,1763.0,400.0,247.0,2973.0,14.0,4.0,144.0,21.0,6
Seattle Seahawks,321.0,266.0,444.0,1756.0,509.0,299.0,3104.0,14.0,9.0,340.0,1047.0,746.2,315.0,310.0,473.0,1797.0,543.0,324.0,3518.0,22.0,9.0,232.0,0.0,6
San Francisco 49ers,356.0,282.0,497.0,2038.0,452.0,278.0,2936.0,5.0,5.0,263.0,1014.0,809.2,229.0,267.0,353.0,1236.0,579.0,333.0,3694.0,23.0,15.0,284.0,24.0,11
St Louis Rams,177.0,267.0,409.0,1667.0,549.0,292.0,2870.0,10.0,13.0,388.0,899.0,707.8,407.0,314.0,509.0,2427.0,485.0,294.0,3307.0,12.0,6.0,261.0,16.0,6
Tampa Bay Buccaneers,263.0,277.0,346.0,1458.0,588.0,365.0,3650.0,24.0,16.0,188.0,1007.0,731.0999999999999,494.0,355.0,498.0,2497.0,481.0,301.0,3814.0,14.0,10.0,148.0,24.0,5
Tennessee Titans,299.0,282.0,376.0,1438.0,584.0,353.0,3923.0,14.0,8.0,190.0,960.0,689.4,317.0,323.0,461.0,2053.0,591.0,369.0,3629.0,11.0,12.0,180.0,26.0,10
Washington Redskins,266.0,312.0,400.0,1614.0,591.0,346.0,3773.0,24.0,11.0,285.0,897.0,673.8,367.0,294.0,438.0,1884.0,509.0,308.0,3553.0,13.0,8.0,251.0,22.0,6
Cincinnati Bengals,322.0,285.0,455.0,1778.0,535.0,308.0,3340.0,14.0,8.0,167.0,874.0,708.0999999999999,323.0,285.0,425.0,1675.0,539.0,319.0,3385.0,10.0,12.0,277.0,22.0,11
Houston Texans,358.0,322.0,546.0,2448.0,467.0,288.0,3506.0,9.0,11.0,190.0,852.0,703.4,278.0,270.0,378.0,1536.0,538.0,279.0,3035.0,17.0,10.0,287.0,23.0,7
