TeamName,ScoreOff,FirstDown,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,SackYdsOff,PenYdsOff,PuntAvgOff,ScoreDef,FirstDownDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,SackYdsDef,PenYdsDef,Wins
Kansas City Chiefs,284.0,256.0,439.0,1929.0,536.0,296.0,2922.0,17.0,10.0,261.0,667.0,727.0,424.0,318.0,531.0,2504.0,509.0,302.0,3707.0,15.0,13.0,137.0,10.0,4
Miami Dolphins,337.0,333.0,509.0,2231.0,545.0,331.0,3170.0,19.0,10.0,226.0,640.0,738.5999999999999,390.0,298.0,435.0,1835.0,489.0,281.0,3754.0,15.0,6.0,242.0,23.0,8
Minnesota Vikings,443.0,342.0,467.0,1918.0,553.0,377.0,4156.0,7.0,11.0,247.0,757.0,703.0999999999999,312.0,270.0,357.0,1394.0,535.0,341.0,3494.0,11.0,13.0,318.0,27.0,11
New England Patriots,418.0,373.0,466.0,1921.0,592.0,390.0,4436.0,13.0,9.0,104.0,743.0,632.8000000000001,285.0,290.0,398.0,1768.0,512.0,300.0,3355.0,18.0,10.0,229.0,9.0,9
New Orleans Saints,462.0,349.0,468.0,2106.0,544.0,378.0,4355.0,12.0,16.0,135.0,787.0,689.7999999999998,341.0,310.0,435.0,1955.0,574.0,330.0,3769.0,26.0,13.0,192.0,48.0,11
New York Jets,332.0,280.0,607.0,2756.0,392.0,210.0,2380.0,21.0,9.0,216.0,677.0,685.6000000000001,236.0,237.0,420.0,1578.0,501.0,259.0,2459.0,17.0,14.0,245.0,16.0,6
Oakland Raiders,184.0,234.0,410.0,1701.0,485.0,255.0,2557.0,18.0,15.0,318.0,920.0,815.7000000000002,379.0,314.0,548.0,2488.0,437.0,259.0,3303.0,8.0,12.0,228.0,13.0,9
Philadelphia Eagles,407.0,290.0,384.0,1637.0,553.0,335.0,4089.0,13.0,10.0,291.0,951.0,682.3,337.0,294.0,413.0,1675.0,580.0,354.0,3462.0,25.0,13.0,316.0,22.0,11
Pittsburgh Steelers,354.0,331.0,429.0,1792.0,536.0,351.0,4149.0,14.0,11.0,347.0,769.0,683.8,324.0,274.0,372.0,1438.0,548.0,319.0,3447.0,12.0,10.0,314.0,14.0,10
San Diego Chargers,428.0,330.0,427.0,1423.0,519.0,338.0,4338.0,10.0,7.0,168.0,570.0,701.8999999999999,320.0,309.0,422.0,1882.0,534.0,326.0,3348.0,14.0,11.0,221.0,26.0,12
Seattle Seahawks,270.0,298.0,395.0,1566.0,609.0,372.0,3503.0,19.0,12.0,268.0,840.0,736.8000000000001,390.0,306.0,428.0,1776.0,568.0,374.0,3927.0,13.0,10.0,185.0,10.0,9
San Francisco 49ers,307.0,238.0,371.0,1600.0,528.0,312.0,3052.0,14.0,10.0,241.0,758.0,761.5,281.0,278.0,426.0,1552.0,580.0,352.0,3670.0,18.0,15.0,293.0,23.0,3
St Louis Rams,168.0,259.0,411.0,1784.0,543.0,312.0,2686.0,21.0,12.0,284.0,834.0,747.1999999999999,436.0,333.0,500.0,2201.0,491.0,315.0,3764.0,8.0,12.0,149.0,7.0,5
Tampa Bay Buccaneers,224.0,246.0,403.0,1625.0,525.0,280.0,2975.0,29.0,5.0,161.0,696.0,666.2,400.0,323.0,529.0,2531.0,482.0,301.0,3318.0,19.0,10.0,166.0,20.0,6
Tennessee Titans,323.0,288.0,499.0,2592.0,476.0,271.0,3031.0,15.0,16.0,73.0,821.0,691.9000000000001,402.0,323.0,402.0,1711.0,604.0,404.0,4139.0,20.0,7.0,224.0,31.0,8
Washington Redskins,257.0,280.0,391.0,1508.0,533.0,340.0,3490.0,16.0,12.0,307.0,679.0,669.2,336.0,280.0,449.0,1799.0,511.0,314.0,3316.0,11.0,6.0,241.0,9.0,5
Cincinnati Bengals,274.0,294.0,505.0,2056.0,477.0,286.0,2890.0,13.0,12.0,244.0,863.0,687.6000000000001,291.0,275.0,399.0,1573.0,547.0,318.0,3249.0,19.0,6.0,237.0,31.0,9
Houston Texans,354.0,339.0,425.0,1475.0,593.0,399.0,4654.0,17.0,11.0,149.0,833.0,686.2,333.0,301.0,396.0,1711.0,548.0,344.0,3487.0,14.0,13.0,187.0,34.0,8
