TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,Wins
TeamName,0
Akron,259.0,399.0,1348.0,482.0,250.0,3146.0,12.0,10.0,280.0,470.0,1721.0,351.0,207.0,2181.0,7.0,17.0,4,4,4,4,4,4,4,4,4,4,4,4
Ball State,202.0,412.0,1210.0,338.0,207.0,2079.0,8.0,7.0,416.0,446.0,2224.0,360.0,228.0,2823.0,8.0,31.0,4,4,4,4,4,4,4,4,4,4,4,4
Bowling Green,332.0,418.0,1582.0,411.0,249.0,3123.0,11.0,7.0,304.0,469.0,1922.0,310.0,183.0,2254.0,16.0,40.0,5,5,5,5,5,5,5,5,5,5,5,5,5
Connecticut,213.0,486.0,1923.0,307.0,156.0,1644.0,10.0,11.0,211.0,447.0,1538.0,284.0,132.0,1743.0,14.0,59.0,4,4,4,4,4,4,4,4,4,4,4,4
Fresno State,433.0,429.0,1932.0,400.0,252.0,3171.0,14.0,8.0,261.0,432.0,1735.0,378.0,221.0,2345.0,9.0,34.0,5,5,5,5,5,5,5,5,5,5,5,5
Hawaii,354.0,279.0,1103.0,578.0,379.0,4611.0,15.0,9.0,428.0,482.0,2251.0,380.0,236.0,3010.0,9.0,14.0,5,5,5,5,5,5,5,5,5,5,5,5
Indiana,213.0,425.0,1443.0,403.0,223.0,2416.0,16.0,9.0,361.0,471.0,2367.0,301.0,166.0,2228.0,7.0,35.0,4,4,4,4,4,4,4,4,4,4,4,4
Kent State,147.0,284.0,505.0,467.0,262.0,2612.0,22.0,9.0,331.0,528.0,2228.0,318.0,193.0,2097.0,12.0,33.0,2,2,2,2,2,2,2,2,2,2,2,2
Middle Tennessee,203.0,429.0,1200.0,316.0,208.0,2183.0,7.0,5.0,206.0,383.0,1492.0,329.0,191.0,2176.0,14.0,7.0,6,6,6,6,6,6,6,6,6,6,6,6
Minnesota,342.0,559.0,3079.0,295.0,167.0,2397.0,9.0,6.0,314.0,398.0,1764.0,377.0,207.0,2720.0,7.0,56.0,6,6,6,6,6,6,6,6,6,6,6,6
Mississippi,125.0,332.0,806.0,371.0,197.0,2293.0,18.0,6.0,245.0,457.0,1686.0,311.0,176.0,1973.0,6.0,23.0,2,2,2,2,2,2,2,2,2,2,2,2
Nevada-Las Vegas,173.0,367.0,1203.0,393.0,214.0,2374.0,17.0,7.0,381.0,468.0,1711.0,319.0,210.0,2751.0,5.0,34.0,3,3,3,3,3,3,3,3,3,3,3,3
North Carolina,193.0,403.0,1116.0,356.0,183.0,2357.0,12.0,9.0,288.0,434.0,1520.0,328.0,189.0,2321.0,11.0,5.0,6,6,6,6,6,6,6,6,6,6,6,6
Rutgers,266.0,422.0,1789.0,319.0,182.0,2444.0,18.0,3.0,262.0,438.0,1384.0,359.0,218.0,2405.0,6.0,38.0,3,3,3,3,3,3,3,3,3,3,3,3
San Jose State,229.0,389.0,1590.0,360.0,171.0,2210.0,11.0,8.0,357.0,459.0,1599.0,407.0,256.0,3256.0,13.0,19.0,4,4,4,4,4,4,4,4,4,4,4,4
South Alabama,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,238.0,333.0,1000.0,317.0,193.0,2383.0,9.0,10.0,241.0,468.0,1888.0,322.0,181.0,1937.0,11.0,15.0,9,9,9,9,9,9,9,9,9,9,9,9
Southern Cal,530.0,484.0,3171.0,440.0,283.0,3792.0,9.0,6.0,256.0,408.0,1408.0,412.0,240.0,2728.0,22.0,70.0,12,12,12,12,12,12,12,12,12,12,12,12,12
Tulane,203.0,341.0,979.0,423.0,218.0,2551.0,16.0,10.0,348.0,462.0,2121.0,286.0,167.0,1964.0,7.0,31.0,3,3,3,3,3,3,3,3,3,3,3,3
Tulsa,384.0,463.0,1962.0,379.0,237.0,2837.0,8.0,9.0,281.0,454.0,1937.0,328.0,174.0,2170.0,20.0,15.0,8,8,8,8,8,8,8,8,8,8,8,8
U-C-F,311.0,513.0,1918.0,358.0,214.0,2744.0,8.0,11.0,324.0,426.0,1957.0,387.0,226.0,2886.0,18.0,14.0,8,8,8,8,8,8,8,8,8,8,8,8
Utah,291.0,459.0,1973.0,373.0,228.0,3153.0,8.0,14.0,279.0,417.0,1690.0,354.0,195.0,2411.0,13.0,31.0,5,5,5,5,5,5,5,5,5,5,5,5
Utah State,177.0,437.0,1287.0,307.0,185.0,2200.0,8.0,11.0,360.0,405.0,1585.0,370.0,230.0,2877.0,7.0,31.0,4,4,4,4,4,4,4,4,4,4,4,4,4
Vanderbilt,271.0,361.0,1266.0,467.0,274.0,3086.0,9.0,7.0,321.0,416.0,1869.0,326.0,188.0,2462.0,8.0,28.0,6,6,6,6,6,6,6,6,6,6,6,6
Wake Forest,266.0,525.0,2173.0,293.0,172.0,1774.0,10.0,10.0,316.0,369.0,1468.0,397.0,218.0,2780.0,14.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3
Arizona,221.0,381.0,1338.0,368.0,211.0,2526.0,16.0,12.0,290.0,440.0,2021.0,341.0,200.0,2476.0,12.0,31.0,3,3,3,3,3,3,3,3,3,3,3,3
Army,210.0,472.0,1543.0,312.0,174.0,1932.0,15.0,5.0,294.0,430.0,1899.0,304.0,194.0,1913.0,12.0,10.0,5,5,5,5,5,5,5,5,5,5,5,5
Florida Atlantic,145.0,423.0,1259.0,297.0,156.0,1756.0,17.0,8.0,339.0,484.0,2401.0,280.0,145.0,1943.0,14.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5
Georgia State,0,0,0,0,0,0,0,0,0,0,0,0
Houston,290.0,453.0,1967.0,378.0,235.0,3054.0,12.0,13.0,285.0,421.0,1929.0,383.0,198.0,2302.0,12.0,31.0,5,5,5,5,5,5,5,5,5,5,5,5
Kansas State,268.0,432.0,1522.0,318.0,164.0,2215.0,12.0,16.0,305.0,401.0,1418.0,374.0,208.0,2536.0,8.0,21.0,3,3,3,3,3,3,3,3,3,3,3,3
Miami-Florida,286.0,425.0,1598.0,317.0,185.0,2486.0,11.0,11.0,131.0,418.0,1143.0,332.0,152.0,1630.0,14.0,36.0,6,6,6,6,6,6,6,6,6,6,6,6
Michigan State,330.0,453.0,2220.0,381.0,252.0,3250.0,13.0,7.0,316.0,397.0,1811.0,378.0,229.0,2694.0,8.0,42.0,5,5,5,5,5,5,5,5,5,5,5,5,5
S-M-U,208.0,416.0,1454.0,323.0,169.0,1937.0,8.0,14.0,280.0,428.0,1569.0,400.0,232.0,2750.0,17.0,21.0,5,5,5,5,5,5,5,5,5,5,5,5
Texas Tech,383.0,284.0,1181.0,552.0,375.0,4440.0,12.0,7.0,213.0,425.0,1720.0,347.0,189.0,1890.0,12.0,80.0,8,8,8,8,8,8,8,8,8,8,8,8
Western Michigan,331.0,427.0,1605.0,385.0,243.0,2712.0,11.0,8.0,342.0,436.0,1621.0,436.0,271.0,3335.0,15.0,23.0,8,8,8,8,8,8,8,8,8,8,8,8
Air Force,289.0,588.0,2712.0,205.0,121.0,1878.0,10.0,14.0,349.0,442.0,1909.0,324.0,213.0,2805.0,9.0,41.0,3,3,3,3,3,3,3,3,3,3,3,3
Alabama,220.0,419.0,1565.0,320.0,190.0,2322.0,4.0,8.0,118.0,337.0,1029.0,316.0,159.0,1703.0,11.0,30.0,8,8,8,8,8,8,8,8,8,8,8,8
Arkansas,259.0,481.0,2386.0,280.0,150.0,1581.0,12.0,10.0,271.0,403.0,1458.0,336.0,171.0,2303.0,12.0,24.0,4,4,4,4,4,4,4,4,4,4,4,4
Arkansas State,219.0,441.0,2199.0,280.0,152.0,1910.0,9.0,9.0,272.0,479.0,2054.0,307.0,176.0,2047.0,13.0,56.0,6,6,6,6,6,6,6,6,6,6,6,6
Auburn,348.0,446.0,2230.0,306.0,180.0,2452.0,7.0,9.0,162.0,354.0,1148.0,333.0,187.0,2087.0,8.0,28.0,7,7,7,7,7,7,7,7,7,7,7,7,7
Baylor,188.0,385.0,1209.0,392.0,222.0,2288.0,12.0,12.0,292.0,438.0,1779.0,390.0,200.0,2379.0,16.0,48.0,5,5,5,5,5,5,5,5,5,5,5,5
Boise State,421.0,533.0,2589.0,349.0,203.0,2575.0,17.0,14.0,290.0,378.0,1276.0,468.0,257.0,3147.0,14.0,27.0,9,9,9,9,9,9,9,9,9,9,9,9
Boston College,239.0,406.0,1613.0,380.0,241.0,2657.0,11.0,10.0,170.0,393.0,1047.0,386.0,237.0,2333.0,9.0,44.0,6,6,6,6,6,6,6,6,6,6,6,6
Brigham Young,323.0,391.0,1734.0,463.0,297.0,3369.0,11.0,7.0,316.0,377.0,1532.0,388.0,243.0,3004.0,9.0,45.0,7,7,7,7,7,7,7,7,7,7,7,7
Buffalo,110.0,410.0,1199.0,331.0,191.0,1876.0,15.0,12.0,327.0,431.0,2086.0,316.0,174.0,1910.0,9.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3
California,304.0,440.0,2582.0,298.0,151.0,2084.0,17.0,10.0,226.0,401.0,1336.0,402.0,220.0,2533.0,13.0,56.0,6,6,6,6,6,6,6,6,6,6,6,6
