TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,Wins
TeamName,0
Akron,167.0,413.0,1373.0,376.0,171.0,1960.0,11.0,13.0,462.0,534.0,2645.0,306.0,193.0,2491.0,2.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1
Ball State,297.0,399.0,1661.0,460.0,293.0,2892.0,11.0,7.0,416.0,535.0,2712.0,369.0,246.0,3412.0,10.0,7.0,7,7,7,7,7,7,7,7,7,7,7,7
Bowling Green,260.0,402.0,1475.0,428.0,254.0,3139.0,14.0,14.0,346.0,496.0,2441.0,366.0,207.0,2431.0,6.0,58.0,5,5,5,5,5,5,5,5,5,5,5,5,5
Connecticut,270.0,466.0,1422.0,359.0,182.0,2336.0,9.0,14.0,292.0,385.0,1028.0,429.0,248.0,3372.0,18.0,21.0,4,4,4,4,4,4,4,4,4,4,4,4
Fresno State,342.0,439.0,1810.0,448.0,279.0,3544.0,10.0,13.0,457.0,451.0,2166.0,438.0,243.0,3500.0,5.0,29.0,5,5,5,5,5,5,5,5,5,5,5,5
Hawaii,377.0,301.0,1240.0,598.0,359.0,4014.0,10.0,16.0,378.0,475.0,1852.0,424.0,247.0,3184.0,14.0,32.0,6,6,6,6,6,6,6,6,6,6,6,6
Indiana,226.0,492.0,1932.0,378.0,211.0,2393.0,11.0,7.0,448.0,552.0,2924.0,302.0,181.0,2580.0,5.0,31.0,2,2,2,2,2,2,2,2,2,2,2,2
Kent State,193.0,431.0,1297.0,348.0,172.0,1745.0,9.0,10.0,291.0,444.0,1558.0,361.0,201.0,2356.0,14.0,12.0,6,6,6,6,6,6,6,6,6,6,6,6
Middle Tennessee,246.0,432.0,1758.0,506.0,296.0,3055.0,15.0,13.0,441.0,590.0,2754.0,329.0,208.0,2539.0,4.0,21.0,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota,200.0,470.0,1920.0,274.0,134.0,1804.0,10.0,7.0,380.0,459.0,2237.0,353.0,239.0,2600.0,4.0,21.0,2,2,2,2,2,2,2,2,2,2,2,2
Mississippi,151.0,460.0,1555.0,313.0,155.0,1820.0,13.0,12.0,385.0,500.0,2699.0,306.0,187.0,2333.0,10.0,42.0,5,5,5,5,5,5,5,5,5,5,5,5
Nevada-Las Vegas,200.0,500.0,1972.0,269.0,144.0,1315.0,10.0,7.0,485.0,478.0,2330.0,345.0,210.0,2988.0,7.0,7.0,4,4,4,4,4,4,4,4,4,4,4,4
North Carolina,316.0,423.0,1769.0,329.0,222.0,2990.0,13.0,11.0,282.0,406.0,1274.0,429.0,260.0,2961.0,13.0,24.0,6,6,6,6,6,6,6,6,6,6,6,6
Rutgers,294.0,419.0,1098.0,451.0,243.0,2940.0,16.0,12.0,225.0,447.0,1753.0,316.0,167.0,2020.0,17.0,22.0,7,7,7,7,7,7,7,7,7,7,7,7
San Jose State,277.0,363.0,1222.0,479.0,297.0,3322.0,15.0,17.0,364.0,502.0,2452.0,340.0,210.0,2656.0,13.0,17.0,5,5,5,5,5,5,5,5,5,5,5,5
South Alabama,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,316.0,513.0,2376.0,300.0,180.0,2129.0,15.0,12.0,226.0,443.0,1631.0,330.0,164.0,1596.0,18.0,45.0,8,8,8,8,8,8,8,8,8,8,8,8
Southern Cal,406.0,392.0,1951.0,447.0,309.0,3530.0,7.0,11.0,283.0,369.0,1337.0,457.0,292.0,3160.0,9.0,17.0,9,9,9,9,9,9,9,9,9,9,9,9,9
Tulane,271.0,429.0,1642.0,461.0,248.0,2782.0,15.0,11.0,487.0,467.0,2144.0,422.0,260.0,3190.0,12.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5
Tulsa,378.0,494.0,2455.0,389.0,238.0,2998.0,17.0,14.0,331.0,469.0,1576.0,476.0,290.0,3472.0,16.0,31.0,7,7,7,7,7,7,7,7,7,7,7,7
U-C-F,295.0,466.0,2025.0,346.0,235.0,2856.0,8.0,10.0,220.0,347.0,1306.0,385.0,208.0,2334.0,9.0,30.0,4,4,4,4,4,4,4,4,4,4,4,4
Utah,281.0,440.0,1645.0,302.0,173.0,2059.0,9.0,13.0,230.0,398.0,1164.0,449.0,249.0,2949.0,19.0,14.0,5,5,5,5,5,5,5,5,5,5,5,5
Utah State,360.0,573.0,3330.0,271.0,174.0,2174.0,6.0,17.0,339.0,438.0,1536.0,448.0,268.0,2880.0,4.0,54.0,7,7,7,7,7,7,7,7,7,7,7,7,7
Vanderbilt,299.0,461.0,2011.0,312.0,167.0,2102.0,16.0,9.0,250.0,429.0,1476.0,369.0,204.0,2419.0,17.0,24.0,4,4,4,4,4,4,4,4,4,4,4,4
Wake Forest,287.0,426.0,1427.0,409.0,252.0,3067.0,8.0,4.0,333.0,442.0,1955.0,424.0,242.0,2834.0,11.0,34.0,6,6,6,6,6,6,6,6,6,6,6,6
Arizona,355.0,331.0,1134.0,577.0,398.0,4449.0,15.0,6.0,425.0,411.0,1939.0,428.0,282.0,3587.0,11.0,14.0,4,4,4,4,4,4,4,4,4,4,4,4
Army,278.0,740.0,4158.0,97.0,37.0,605.0,4.0,22.0,339.0,481.0,2339.0,245.0,141.0,1972.0,8.0,20.0,2,2,2,2,2,2,2,2,2,2,2,2
Florida Atlantic,155.0,387.0,1268.0,351.0,183.0,1717.0,16.0,11.0,416.0,504.0,2027.0,377.0,251.0,2680.0,10.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3
Georgia State,0,0,0,0,0,0,0,0,0,0,0,0
Houston,612.0,404.0,2018.0,613.0,434.0,5769.0,6.0,9.0,300.0,532.0,2233.0,442.0,251.0,2785.0,18.0,48.0,11,11,11,11,11,11,11,11,11,11,11,11
Kansas State,360.0,566.0,2324.0,260.0,151.0,1797.0,5.0,8.0,334.0,399.0,1577.0,447.0,281.0,3208.0,18.0,37.0,9,9,9,9,9,9,9,9,9,9,9,9
Miami-Florida,294.0,398.0,1748.0,339.0,222.0,2785.0,11.0,8.0,241.0,473.0,1943.0,315.0,209.0,2376.0,6.0,24.0,4,4,4,4,4,4,4,4,4,4,4,4
Michigan State,357.0,460.0,1858.0,400.0,260.0,3217.0,7.0,8.0,227.0,463.0,1356.0,369.0,196.0,2189.0,16.0,44.0,8,8,8,8,8,8,8,8,8,8,8,8,8
S-M-U,280.0,324.0,1418.0,450.0,265.0,3334.0,19.0,12.0,294.0,436.0,1528.0,411.0,263.0,2687.0,5.0,28.0,9,9,9,9,9,9,9,9,9,9,9,9
Texas Tech,347.0,392.0,1507.0,599.0,408.0,4140.0,10.0,8.0,471.0,590.0,3106.0,314.0,190.0,2721.0,5.0,59.0,6,6,6,6,6,6,6,6,6,6,6,6
Western Michigan,389.0,368.0,1529.0,496.0,338.0,3946.0,12.0,15.0,336.0,473.0,2591.0,376.0,231.0,2618.0,12.0,38.0,6,6,6,6,6,6,6,6,6,6,6,6
Air Force,394.0,668.0,3844.0,182.0,110.0,1662.0,7.0,17.0,327.0,544.0,2733.0,282.0,173.0,1952.0,11.0,19.0,7,7,7,7,7,7,7,7,7,7,7,7
Alabama,405.0,473.0,2638.0,323.0,214.0,2563.0,8.0,4.0,106.0,359.0,899.0,317.0,153.0,1396.0,12.0,27.0,7,7,7,7,7,7,7,7,7,7,7,7
Arkansas,397.0,382.0,1657.0,440.0,279.0,3693.0,7.0,12.0,273.0,465.0,2092.0,377.0,216.0,2365.0,11.0,52.0,8,8,8,8,8,8,8,8,8,8,8,8
Arkansas State,355.0,487.0,1977.0,442.0,296.0,3464.0,13.0,9.0,232.0,413.0,1287.0,433.0,246.0,2621.0,18.0,47.0,11,11,11,11,11,11,11,11,11,11,11,11
Auburn,250.0,492.0,2097.0,269.0,152.0,1841.0,13.0,8.0,352.0,501.0,2337.0,354.0,224.0,2532.0,10.0,41.0,7,7,7,7,7,7,7,7,7,7,7,7,7
Baylor,474.0,524.0,2581.0,391.0,283.0,4274.0,6.0,17.0,428.0,460.0,2384.0,458.0,292.0,3346.0,16.0,48.0,9,9,9,9,9,9,9,9,9,9,9,9
Boise State,479.0,457.0,2073.0,441.0,325.0,3724.0,8.0,7.0,219.0,384.0,1441.0,354.0,198.0,2346.0,14.0,40.0,10,10,10,10,10,10,10,10,10,10,10,10
Boston College,215.0,437.0,1571.0,324.0,173.0,2014.0,10.0,10.0,282.0,425.0,1813.0,420.0,265.0,2919.0,13.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5
Brigham Young,351.0,454.0,1990.0,424.0,245.0,2940.0,13.0,12.0,244.0,373.0,1425.0,400.0,232.0,2377.0,13.0,16.0,7,7,7,7,7,7,7,7,7,7,7,7
Buffalo,231.0,436.0,1860.0,422.0,236.0,2522.0,9.0,6.0,353.0,509.0,2174.0,320.0,189.0,2444.0,6.0,35.0,3,3,3,3,3,3,3,3,3,3,3,3
California,321.0,448.0,2006.0,407.0,227.0,3018.0,11.0,8.0,293.0,407.0,1564.0,374.0,209.0,2509.0,12.0,36.0,6,6,6,6,6,6,6,6,6,6,6,6
Central Michigan,258.0,333.0,1389.0,458.0,258.0,3290.0,18.0,5.0,400.0,494.0,2244.0,374.0,229.0,2901.0,8.0,13.0,3,3,3,3,3,3,3,3,3,3,3,3
Cincinnati,379.0,456.0,2100.0,363.0,211.0,2613.0,12.0,7.0,240.0,420.0,1124.0,449.0,279.0,3227.0,14.0,23.0,10,10,10,10,10,10,10,10,10,10,10,10
Clemson,402.0,503.0,2026.0,478.0,287.0,3702.0,10.0,10.0,340.0,526.0,2294.0,371.0,211.0,2638.0,13.0,35.0,9,9,9,9,9,9,9,9,9,9,9,9
Duke,256.0,365.0,1129.0,493.0,315.0,3266.0,12.0,9.0,374.0,441.0,2168.0,338.0,194.0,2937.0,6.0,14.0,3,3,3,3,3,3,3,3,3,3,3,3,3
East Carolina,305.0,397.0,1309.0,524.0,355.0,3433.0,20.0,15.0,387.0,460.0,2090.0,354.0,214.0,2426.0,7.0,10.0,5,5,5,5,5,5,5,5,5,5,5,5
Eastern Michigan,241.0,575.0,2620.0,202.0,110.0,1520.0,8.0,9.0,292.0,407.0,1686.0,372.0,224.0,2518.0,5.0,14.0,5,5,5,5,5,5,5,5,5,5,5,5
Florida,268.0,431.0,1728.0,304.0,170.0,2282.0,12.0,11.0,247.0,470.0,1588.0,318.0,168.0,2007.0,8.0,39.0,8,8,8,8,8,8,8,8,8,8,8,8
Florida Intl,291.0,449.0,1815.0,358.0,218.0,2631.0,5.0,9.0,233.0,428.0,1451.0,427.0,239.0,2720.0,13.0,24.0,8,8,8,8,8,8,8,8,8,8,8,8
Georgia,376.0,543.0,2245.0,402.0,237.0,3135.0,12.0,10.0,255.0,411.0,1345.0,379.0,190.0,2146.0,17.0,42.0,9,9,9,9,9,9,9,9,9,9,9,9
Georgia Tech,370.0,661.0,3802.0,152.0,71.0,1713.0,8.0,10.0,309.0,432.0,1955.0,354.0,201.0,2379.0,13.0,49.0,9,9,9,9,9,9,9,9,9,9,9,9
Idaho,199.0,391.0,1359.0,419.0,221.0,2259.0,16.0,10.0,399.0,455.0,1903.0,440.0,283.0,3339.0,9.0,44.0,4,4,4,4,4,4,4,4,4,4,4,4
Illinois,218.0,507.0,2054.0,329.0,207.0,2244.0,12.0,15.0,241.0,484.0,1592.0,299.0,166.0,1909.0,9.0,56.0,9,9,9,9,9,9,9,9,9,9,9,9
Iowa,303.0,417.0,1714.0,367.0,217.0,2836.0,6.0,10.0,279.0,512.0,1914.0,388.0,240.0,2737.0,9.0,41.0,8,8,8,8,8,8,8,8,8,8,8,8
Iowa State,238.0,509.0,2174.0,445.0,232.0,2540.0,15.0,17.0,355.0,512.0,2342.0,401.0,228.0,2846.0,11.0,44.0,6,6,6,6,6,6,6,6,6,6,6,6
Kentucky,163.0,428.0,1490.0,336.0,171.0,1627.0,12.0,12.0,296.0,487.0,2198.0,342.0,175.0,2326.0,15.0,27.0,5,5,5,5,5,5,5,5,5,5,5,5
Louisiana State,451.0,564.0,2797.0,262.0,162.0,2082.0,4.0,4.0,137.0,425.0,1111.0,403.0,206.0,2166.0,18.0,49.0,9,9,9,9,9,9,9,9,9,9,9,9
Louisiana Tech,319.0,482.0,1805.0,435.0,257.0,2965.0,10.0,8.0,270.0,434.0,1465.0,480.0,283.0,3033.0,20.0,48.0,7,7,7,7,7,7,7,7,7,7,7,7
Marshall,238.0,416.0,1477.0,368.0,219.0,2547.0,14.0,12.0,362.0,443.0,1860.0,428.0,268.0,3154.0,14.0,26.0,8,8,8,8,8,8,8,8,8,8,8,8,8
Maryland,246.0,421.0,2032.0,434.0,233.0,2524.0,16.0,7.0,411.0,564.0,2637.0,373.0,245.0,2849.0,11.0,31.0,2,2,2,2,2,2,2,2,2,2,2,2
Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0
Miami-Ohio,233.0,375.0,886.0,459.0,301.0,3589.0,11.0,10.0,275.0,485.0,2022.0,344.0,200.0,2342.0,10.0,23.0,5,5,5,5,5,5,5,5,5,5,5,5
Michigan,375.0,530.0,2828.0,262.0,145.0,2249.0,15.0,6.0,206.0,381.0,1549.0,346.0,202.0,2262.0,8.0,35.0,9,9,9,9,9,9,9,9,9,9,9,9
